tiempo,voltios
0.0032770633697509766,0.15180040894802715
0.007913351058959961,-0.024079958494827025
0.010828018188476562,-0.18595989867854845
0.013643026351928711,-0.24171160008545178
0.016520261764526367,-0.22896121097445588
0.019324541091918945,-0.14145854060487673
0.024518489837646484,-0.03033014923551125
0.03023982048034668,0.11529929502243119
0.03350830078125,0.09154857020783114
0.03741002082824707,0.05479744865260794
0.04208230972290039,-0.0049543748283331634
0.04524397850036621,-0.07695657216101548
0.048180341720581055,-0.08033167516098505
0.051345109939575195,-0.08970696127201139
0.05559253692626953,-0.0587060151982175
0.05977797508239746,0.020171391949217243
0.06301689147949219,0.04154704428235734
0.06621956825256348,-0.0003292336802269702
0.06944704055786133,0.005920957060457255
0.07385396957397461,0.015046235541856356
0.07825779914855957,-0.012704611346781691
0.08137702941894531,-0.006454420606097466
0.08445215225219727,-0.043330545976134394
0.08783483505249023,-0.03970543534653759
0.09193778038024902,-0.049080721457563925
0.0959165096282959,-0.04020545060579228
0.09986114501953125,-0.04220551164281128
0.10370707511901855,-0.010954557939390153
0.10797905921936035,0.011796136356700515
0.11172151565551758,0.018421338541825705
0.11560201644897461,-0.015579699087496346
0.1188192367553711,-0.01620471816156477
0.12137079238891602,-0.008079470198675276
0.12388777732849121,0.013421185949278325
0.12651753425598145,0.009296060060426825
0.12913155555725098,0.0026708578753014134
0.1316227912902832,0.002045838801232991
0.1341719627380371,-0.00532938627277435
0.1368110179901123,-0.005704397717215315
0.139390230178833,-0.004579363383892199
0.14192509651184082,-0.011454573198644846
0.14445805549621582,-0.01032953886532173
0.14708518981933594,0.003170873134556329
0.14959001541137695,-0.0014542680135500863
0.15207147598266602,0.01454622028260144
0.15454626083374023,0.024171514023255236
0.15709304809570312,0.024046510208441507
0.1596834659576416,0.03204675435651727
0.16218829154968262,0.035046845912045876
0.16468596458435059,0.028671651356547923
0.16718029975891113,0.007045991393780371
0.16965603828430176,-0.018079775383770036
0.1721508502960205,-0.03345524460585336
0.17463397979736328,-0.03795538193914605
0.17714786529541016,-0.0449555955687122
0.1797647476196289,-0.0295801263466291
0.18225836753845215,-0.003204321420941625
0.18474745750427246,-0.005079378643146892
0.18723320960998535,0.0016708273567920262
0.18970870971679688,0.006545976134525677
0.192185640335083,0.013921201208533018
0.19467711448669434,0.01567125461592478
0.1972665786743164,0.026046571245460504
0.1998448371887207,0.020796411023285666
0.20233964920043945,0.01879634998626689
0.20492005348205566,-0.030955168309579673
0.20739960670471191,-0.08133170567949444
0.20988249778747559,-0.13245826593829135
0.21236371994018555,-0.17083443708609258
0.2148454189300537,-0.14908377330851152
0.21732640266418457,-0.11008258308664187
0.2199239730834961,-0.06208111819818707
0.2224411964416504,-0.014704672383800688
0.22496914863586426,0.022671468245490933
0.2274785041809082,0.024421521652882694
0.22995591163635254,0.029421674245430074
0.23242664337158203,0.02054640339365843
0.23490452766418457,-0.006829432050538431
0.23739886283874512,-0.012079592272713269
0.24007081985473633,-0.01445466475417323
0.24266719818115234,-0.004079348124637505
0.2452259063720703,0.02729660939359735
0.24781394004821777,0.0162962736899932
0.2503635883331299,0.0004207892086551812
0.2528836727142334,0.019296365245521585
0.2553536891937256,0.03804693746757426
0.2578279972076416,0.052547379985961706
0.2604212760925293,0.0760480971709343
0.2629408836364746,0.08404834131901007
0.26542043685913086,0.06379772331919331
0.26789164543151855,0.026171575060274233
0.27039647102355957,-0.005829401532029044
0.2729213237762451,-0.04533060701315339
0.2754175662994385,-0.06870632038331226
0.2778916358947754,-0.09270705282753977
0.2805039882659912,-0.08358177434614089
0.28302478790283203,-0.08170671712393562
0.2855377197265625,-0.051455793939023886
0.2880122661590576,-0.020704855494857455
0.2904837131500244,-0.026705038605914444
0.29296159744262695,-0.0337052522354806
0.29546451568603516,-0.010454542680135459
0.29804039001464844,-0.005829401532029044
0.30066657066345215,0.018296334727011976
0.3031899929046631,0.03654689168980996
0.3056967258453369,0.038546952726828954
0.30817389488220215,0.0025458540604879065
0.3106720447540283,-0.038330393383587014
0.3131556510925293,-0.02708005005035541
